Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID,Building Age
2020,158646,Lincoln Park 2550 Condominium Association,Submitted Data,2550 N Lakeview Ave,60614,4.0,False,LINCOLN PARK,Multifamily Housing,1193624.0,2012.0,1.0,98.0,17604258.4,22988700.2,40.9,73.9,42.8,76.7,3968.5,4.0,41.92909901,-87.63926719,"(41.92909901, -87.63926719)",2020-158646,8.0
2020,236366,1700 East 56th Street,Submitted Data,1700 E 56th St,60637,4.0,False,HYDE PARK,Multifamily Housing,555104.0,1969.0,1.0,84.0,8223309.4,22699758.9,65.1,98.7,67.9,101.3,2489.1,5.2,41.79375332,-87.5832183,"(41.79375332, -87.5832183)",2020-236366,51.0
2020,134533,645 N Michigan Ave,Submitted Data,645 N Michigan Ave,60611,3.0,False,NEAR NORTH SIDE,Office,215871.0,1962.0,1.0,46.0,11778472.7,10745673.6,104.3,205.0,109.1,212.7,2409.0,11.2,41.89392128,-87.6241737,"(41.89392128, -87.6241737)",2020-134533,58.0
2020,159936,Cyril Court Apartments,Submitted Data,7130 S CYRIL CT,60649,2.0,False,SOUTH SHORE,Multifamily Housing,81140.0,1929.0,1.0,44.0,1156330.2,7624260.0,108.2,138.6,115.0,145.6,585.4,7.2,41.76506128,-87.57735119,"(41.76506128, -87.57735119)",2020-159936,91.0
2020,234374,Kinzie Station,Submitted Data,330 N Jefferson Ct,60661,3.5,False,NEAR WEST SIDE,Multifamily Housing,272937.0,2000.0,1.0,53.0,4204689.4,15283655.1,86.8,123.9,93.6,131.1,1468.0,6.5,41.88774849,-87.64394791,"(41.88774849, -87.64394791)",2020-234374,20.0
2020,159510,Presidential Towers,Submitted Data,555 W Madison St,60661,4.0,False,NEAR WEST SIDE,Multifamily Housing,3045000.0,1986.0,4.0,91.0,48105566.8,116051283.6,59.7,93.3,62.2,95.5,13671.8,5.0,41.88114124,-87.64186869,"(41.88114124, -87.64186869)",2020-159510,34.0
2020,250144,Home Federal,Submitted Data,11 E Adams St,60603,2.5,False,LOOP,Office,161166.0,1961.0,1.0,32.0,7208201.6,16424105.7,146.6,232.2,155.1,241.4,1997.3,12.4,41.879474,-87.6273,"(41.879474, -87.6273)",2020-250144,59.0
2020,172529,One East 14th Place,Submitted Data,5 E 14th Pl,60605,4.0,False,NEAR SOUTH SIDE,Multifamily Housing,204036.0,2000.0,1.0,86.0,3836227.8,4430539.9,53.2,99.1,54.4,99.8,834.0,5.4,41.86215282,-87.62699452,"(41.86215282, -87.62699452)",2020-172529,20.0
2020,103641,33 N LaSalle St,Submitted Data,33 N LaSalle St,60602,3.0,False,LOOP,Office,477171.0,1929.0,1.0,62.0,13931403.9,24449224.5,83.1,137.9,87.7,142.9,3539.0,7.4,41.88286478,-87.63205333,"(41.88286478, -87.63205333)",2020-103641,91.0
2020,251388,Greeley Elementary -CPS,Submitted Data,832 W Sheridan Rd,60613,2.0,False,LAKE VIEW,K-12 School,60718.0,1978.0,1.0,22.0,3348283.6,16540.0,55.4,154.7,57.8,161.4,523.4,8.6,41.95313507,-87.65060377,"(41.95313507, -87.65060377)",2020-251388,42.0
2020,102745,Harper Place Condominium Association,Submitted Data,5309 5343 S HARPER AVE,60615,3.5,False,HYDE PARK,Multifamily Housing,88384.0,1920.0,1.0,72.0,1456941.0,3887719.2,60.5,92.3,62.9,94.9,433.9,4.9,41.80224043,-87.60332678,"(41.80224043, -87.60332678)",2020-102745,100.0
2020,160029,Senior Suites of Chatham,Submitted Data,8300 S Cottage Grove Ave,60619,1.0,False,CHATHAM,Senior Living Community,76387.0,2014.0,1.0,15.0,2366501.8,4179399.8,85.7,144.2,88.5,147.1,591.3,7.7,41.74370995,-87.60547545,"(41.74370995, -87.60547545)",2020-160029,6.0
2020,254977,Whole Foods,Submitted Data,3201 N ASHLAND AVE,60657,2.5,False,Lake View,Supermarket/Grocery Store,112099.0,2017.0,1.0,54.0,12359654.2,8415739.3,252.9,528.9,259.0,535.6,2376.0,28.9,41.94044086,-87.66865706,"(41.94044086, -87.66865706)",2020-254977,3.0
2020,105600,Hampden Court Apartments,Submitted Data,2740 2750 N HAMPDEN CT,60614,4.0,False,LINCOLN PARK,Multifamily Housing,63200.0,1920.0,1.0,92.0,1077946.4,4967994.5,95.7,130.3,99.3,133.1,432.1,6.8,41.92201051,-87.65461957,"(41.92201051, -87.65461957)",2020-105600,100.0
2020,251377,"Hurley, Edward N -CPS",Submitted Data,3849 W 69th Pl,60629,2.0,False,WEST LAWN,K-12 School,55250.0,1953.0,1.0,14.0,1920764.5,3966449.8,106.6,172.7,113.5,180.1,510.4,9.2,41.76655157,-87.71928277,"(41.76655157, -87.71928277)",2020-251377,67.0
2020,100019,Dixon Building,Submitted Data,411 - 415 S Wells St,60607,4.0,False,LOOP,Office,60000.0,1908.0,1.0,78.0,2349816.1,1587407.6,65.6,137.4,68.2,140.2,451.0,7.5,41.87642552,-87.63335549,"(41.87642552, -87.63335549)",2020-100019,112.0
2020,241168,3900 Lake Shore Drive Condominium Association,Submitted Data,3900 N Lake Shore Dr,60613,4.0,False,LAKE VIEW,Multifamily Housing,295234.0,1959.0,1.0,83.0,2858986.4,17111200.1,76.5,99.5,81.3,104.5,1355.1,5.2,41.95323562,-87.6455487,"(41.95323562, -87.6455487)",2020-241168,61.0
2020,252028,Rubicon X Fulton,Submitted Data,2130 2140 W Fulton St,60612,4.0,False,NEAR WEST SIDE,Office,50835.0,1890.0,1.0,100.0,153886.4,664974.5,16.1,22.2,17.2,23.5,59.3,1.2,41.886754,-87.680033,"(41.886754, -87.680033)",2020-252028,130.0
2020,251502,Jamieson Elementary -CPS,Submitted Data,5650 N Mozart St,60659,3.5,False,WEST RIDGE,K-12 School,111599.0,1937.0,1.0,59.0,1756730.2,6008909.9,69.6,100.6,76.7,108.1,593.3,5.3,41.98454885,-87.70128931,"(41.98454885, -87.70128931)",2020-251502,83.0
2020,244017,River Plaza,Submitted Data,405 N Wabash Ave,60611,1.5,False,NEAR NORTH SIDE,Multifamily Housing,892791.0,1976.0,1.0,36.0,19380259.0,47784271.6,91.5,142.2,96.4,147.5,5562.7,7.6,41.88888345,-87.62643917,"(41.88888345, -87.62643917)",2020-244017,44.0
2020,251619,Bouchet Elementary Acad -CPS,Submitted Data,7355 S Jeffrey Blvd,60649,2.0,False,SOUTH SHORE,K-12 School,100830.0,1903.0,1.0,13.0,3493316.9,8775940.1,121.7,188.4,129.8,199.7,1011.3,10.0,41.76125742,-87.57572455,"(41.76125742, -87.57572455)",2020-251619,117.0
2020,254093,Catalyst,Submitted Data,123 N Desplaines St,60661,2.0,False,Near West Side,Multifamily Housing,255042.0,2014.0,1.0,43.0,8203926.5,10016858.9,71.4,131.3,73.6,133.3,1812.4,7.1,41.8832102,-87.64337,"(41.8832102, -87.64337)",2020-254093,6.0
2020,119071,"Target, Chicago South Loop (1889)",Submitted Data,1154 S Clark St,60605,4.0,False,LOOP,Retail Store,345933.0,2004.0,1.0,62.0,11265400.7,3220100.2,81.1,195.5,83.2,197.6,1929.2,10.8,41.86825877,-87.63109732,"(41.86825877, -87.63109732)",2020-119071,16.0
2020,251437,Spry Community Elementary -CPS,Submitted Data,2400 S Marshall Blvd,60623,4.0,False,SOUTH LAWNDALE,K-12 School,106010.0,1889.0,1.0,87.0,1716532.7,3497550.1,49.2,80.0,52.5,83.5,453.7,4.3,41.84763372,-87.69981687,"(41.84763372, -87.69981687)",2020-251437,131.0
2020,253972,Conservancy at North Park Condo I,Submitted Data,3900  W BRYN MAWR AVE,60659,4.0,False,North Park,Multifamily Housing,72096.0,1995.0,1.0,97.0,721102.4,2570745.4,60.9,87.2,64.6,90.7,249.1,4.6,41.99047176,-87.70486537,"(41.99047176, -87.70486537)",2020-253972,25.0
2020,251887,Stem Magnet Academy / Old Thomas Jefferson -CPS,Submitted Data,1522 W Fillmore Blvd,60607,3.0,False,NEAR WEST SIDE,K-12 School,69329.0,1894.0,1.0,50.0,1006224.7,4925320.1,85.6,115.2,92.4,122.4,418.6,6.0,41.86871435,-87.66486183,"(41.86871435, -87.66486183)",2020-251887,126.0
2020,251384,Cather -CPS,Submitted Data,2910 W Washington Blvd,60612,3.0,False,EAST GARFIELD PARK,K-12 School,52579.0,1962.0,1.0,50.0,972075.3,3165680.0,78.7,115.0,83.0,119.5,319.9,6.1,41.88328737,-87.69945712,"(41.88328737, -87.69945712)",2020-251384,58.0
2020,253954,Crilly Court Condominium Association,Submitted Data,1717 N Crilly Ct,60614,4.0,False,LINCOLN PARK,Multifamily Housing,65211.0,1891.0,1.0,94.0,900041.2,3202146.0,62.9,90.2,65.3,92.6,310.6,4.8,41.92173714,-87.65391568,"(41.92173714, -87.65391568)",2020-253954,129.0
2020,158630,Erie Centre Condo,Submitted Data,375 425 W Erie St,60654,4.0,False,NEAR NORTH SIDE,Multifamily Housing,220908.0,1999.0,1.0,94.0,5640278.0,1297582.2,33.5,82.8,34.0,82.9,949.2,4.6,41.89369142,-87.63934318,"(41.89369142, -87.63934318)",2020-158630,21.0
2020,251745,Amundsen HS -CPS,Submitted Data,5110 N Damen Ave,60625,4.0,False,LINCOLN SQUARE,K-12 School,218950.0,1930.0,1.0,71.0,3459233.4,12300148.4,72.0,103.2,83.1,116.1,1193.2,5.4,41.97462468,-87.68031709,"(41.97462468, -87.68031709)",2020-251745,90.0
2020,177806,5514 South Cornell Condominium Association,Submitted Data,5514 5524 S CORNELL AVE,60637,3.0,False,HYDE PARK,Multifamily Housing,54634.0,1914.0,1.0,65.0,365101.1,3889360.7,77.9,93.5,82.7,98.0,263.6,4.8,41.79445107,-87.5861799,"(41.79445107, -87.5861799)",2020-177806,106.0
2020,251230,1448 Lake Shore Dr,Submitted Data,1448 N Lake Shore Dr,60610,4.0,False,NEAR NORTH SIDE,Multifamily Housing,175440.0,1927.0,1.0,68.0,2641321.3,11742467.4,82.0,112.4,86.0,116.2,1035.9,5.9,41.90933331,-87.62655128,"(41.90933331, -87.62655128)",2020-251230,93.0
2020,253967,Twenty N. State Condominium Association,Submitted Data,20 N State St,60602,4.0,False,Loop,Multifamily Housing,211608.0,1930.0,1.0,67.0,6793967.6,7219756.7,66.2,125.7,68.7,128.3,1443.8,6.8,41.8833006,-87.62933043,"(41.8833006, -87.62933043)",2020-253967,90.0
2020,256557,1407 on Michigan,Submitted Data,1411 S Michigan Avenue,60605,2.0,False,Near South Side,Mixed Use Property,110497.0,2018.0,1.0,42.0,5483834.3,5314679.9,132.9,257.6,135.0,259.3,1138.1,14.0,41.865858,-87.6195328,"(41.865858, -87.6195328)",2020-256557,2.0
2020,103692,CNA Building,Submitted Data,333 S Wabash Ave,60604,4.0,False,LOOP,Office,1478801.0,1972.0,1.0,73.0,45840107.6,64228995.2,77.8,138.4,80.6,141.3,10565.7,7.5,41.87740181,-87.62564302,"(41.87740181, -87.62564302)",2020-103692,48.0
2020,125204,Reside on Morse,Submitted Data,1340  W MORSE AVE,60626,2.0,False,ROGERS PARK,Multifamily Housing,30901.0,1967.0,2.0,46.0,1578640.4,5676092.8,116.8,167.2,123.3,172.9,547.9,8.8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2020-125204,53.0
2020,252297,Lyndale Place,Submitted Data,2575 W Lyndale,60647,4.0,False,LOGAN SQUARE,Multifamily Housing,83620.0,1924.0,1.0,97.0,1254582.1,2497386.5,44.9,73.4,46.4,75.0,328.4,3.9,41.9224218,-87.69209248,"(41.9224218, -87.69209248)",2020-252297,96.0
2020,242238,535 North Michigan,Submitted Data,535 N Michigan Ave,60611,3.5,False,NEAR NORTH SIDE,Multifamily Housing,448591.0,1962.0,1.0,55.0,13307967.0,20758914.4,75.9,131.7,79.3,136.3,3179.6,7.1,41.89197136,-87.62412358,"(41.89197136, -87.62412358)",2020-242238,58.0
2020,129920,The Thompson Building,Submitted Data,350 N Clark St,60654,3.0,False,NEAR NORTH SIDE,Office,111033.0,1912.0,1.0,47.0,7225141.7,2576000.1,88.3,206.6,89.1,207.4,1264.4,11.4,41.88857037,-87.63107707,"(41.88857037, -87.63107707)",2020-129920,108.0
2020,119987,70800552 -- Chicago,Submitted Data,7030 S Ashland Ave,60636,2.0,False,WEST ENGLEWOOD,Supermarket/Grocery Store,63284.0,2006.0,1.0,42.0,8578882.8,7016658.2,246.4,496.0,253.3,502.4,1711.6,27.0,41.76547365,-87.66448496,"(41.76547365, -87.66448496)",2020-119987,14.0
2020,256263,Fulton West,Submitted Data,1330 W. Fulton,60607,4.0,False,NEAR WEST SIDE,Office,555948.0,2017.0,1.0,84.0,13470198.2,6834387.5,65.9,145.8,67.3,147.3,2465.3,8.0,41.87461,-87.65149477,"(41.87461, -87.65149477)",2020-256263,3.0
2020,251768,213 West Institute Place,Submitted Data,213 W Institute Pl,60610,4.0,False,NEAR NORTH SIDE,Office,155385.0,1931.0,1.0,88.0,2951947.0,3761266.8,43.2,78.6,45.5,81.0,660.5,4.3,41.89719013,-87.63519683,"(41.89719013, -87.63519683)",2020-251768,89.0
2020,100256,Curie Metropolitan HS -CPS,Submitted Data,4975 S Archer Ave,60632,2.5,False,ARCHER HEIGHTS,K-12 School,415577.0,1973.0,1.0,33.0,18855019.1,9819320.3,69.0,151.8,71.9,154.9,3464.2,8.3,41.802759,-87.722671,"(41.802759, -87.722671)",2020-100256,47.0
2020,120299,8516-Bucktown,Submitted Data,2112 N ASHLAND AVE,60614,4.0,False,LOGAN SQUARE,Supermarket/Grocery Store,80033.0,2013.0,1.0,71.0,10980155.7,7130183.1,226.3,477.7,231.7,486.4,2092.4,26.1,41.85378308,-87.66645019,"(41.85378308, -87.66645019)",2020-120299,7.0
2020,102409,Senn Achievement Academy -CPS,Submitted Data,5900 N Glenwood Ave,60660,3.0,False,EDGEWATER,K-12 School,291204.0,1913.0,1.0,41.0,6752499.8,21177348.5,95.9,141.3,105.3,151.2,2178.7,7.5,41.98901511,-87.66668203,"(41.98901511, -87.66668203)",2020-102409,107.0
2020,251604,Revere Elementary -CPS,Submitted Data,1010 E 72nd St,60619,2.5,False,GREATER GRAND CROSSING,K-12 School,81610.0,1903.0,1.0,34.0,1470849.2,6499270.1,97.7,134.1,104.4,141.2,574.8,7.0,41.76457079,-87.60030731,"(41.76457079, -87.60030731)",2020-251604,117.0
2020,255928,Moxy Chicago Downtown,Submitted Data,530 N La Salle Dr,60654,4.0,False,NEAR NORTH SIDE,Hotel,62845.0,2018.0,1.0,74.0,2351130.7,2403500.0,75.7,144.9,77.9,147.2,494.6,7.9,41.89213,-87.63513,"(41.89213, -87.63513)",2020-255928,2.0
2020,252219,Jackson Towers Condo Association,Submitted Data,5555 S Everett Ave,60637,1.5,False,HYDE PARK,Multifamily Housing,157000.0,1932.0,1.0,34.0,1822512.9,13628584.1,98.4,123.6,104.7,130.1,1008.3,6.4,41.79374177,-87.58243408,"(41.79374177, -87.58243408)",2020-252219,88.0
2020,103759,Headquarters,Submitted Data,547 W Jackson Blvd,60661,3.5,False,NEAR WEST SIDE,Office,347691.0,1922.0,1.0,60.0,19103214.7,6528273.8,73.7,173.6,76.6,176.5,3328.2,9.6,41.878003,-87.641471,"(41.878003, -87.641471)",2020-103759,98.0
2020,250047,Julian HS -CPS,Submitted Data,10330 S Elizabeth St,60643,1.0,False,WASHINGTON HEIGHTS,K-12 School,266404.0,1975.0,1.0,5.0,15546702.8,19107812.3,130.1,238.7,136.5,246.0,3441.3,12.9,41.70535258,-87.65466206,"(41.70535258, -87.65466206)",2020-250047,45.0
2020,244758,Americana Towers Condominium,Submitted Data,1636 N Wells St,60614,2.0,False,LINCOLN PARK,Multifamily Housing,437588.0,1972.0,1.0,49.0,9632110.1,21602540.1,87.8,139.6,92.1,144.0,2650.7,7.5,41.91227364,-87.63549211,"(41.91227364, -87.63549211)",2020-244758,48.0
2020,251695,Moos Elementary -CPS,Submitted Data,1711 N California Ave,60647,4.0,False,WEST TOWN,K-12 School,139709.0,1896.0,1.0,64.0,3012576.1,5132830.2,58.3,99.0,62.6,103.3,742.8,5.3,41.91347522,-87.69643236,"(41.91347522, -87.69643236)",2020-251695,124.0
2020,175754,Haymarket Lofts,Submitted Data,120 N Green St,60607,3.5,False,NEAR WEST SIDE,Multifamily Housing,67090.0,1930.0,1.0,59.0,1222546.9,4153248.0,80.1,116.0,84.4,120.5,411.4,6.1,41.884251,-87.648727,"(41.884251, -87.648727)",2020-175754,90.0
2020,251773,"Jewel Osco, 03296-Foster & Harlem",Submitted Data,7342 W Foster Ave,60656,3.0,False,NORWOOD PARK,Supermarket/Grocery Store,77255.0,1978.0,1.0,70.0,8539260.2,6724400.0,197.6,400.9,207.7,409.7,1689.9,21.9,41.974474,-87.810635,"(41.974474, -87.810635)",2020-251773,42.0
2020,121774,"Home Depot, #1912 North Ave",Submitted Data,1232 W North Ave,60642,3.5,False,WEST TOWN,Retail Store,167560.0,1996.0,1.0,54.0,7892266.7,9275053.5,102.5,190.0,106.1,193.3,1724.4,10.3,41.91163443,-87.65850554,"(41.91163443, -87.65850554)",2020-121774,24.0
2020,251724,Mather HS -CPS,Submitted Data,5835 N Lincoln Ave,60659,3.0,False,WEST RIDGE,K-12 School,185689.0,1959.0,1.0,48.0,5014830.8,10086710.0,81.3,132.7,88.9,140.6,1318.4,7.1,41.98818241,-87.7006023,"(41.98818241, -87.7006023)",2020-251724,61.0
2020,158651,1350-60 N LSD,Submitted Data,1350 N Lake Shore Dr,60610,2.0,False,NEAR NORTH SIDE,Multifamily Housing,760200.0,1951.0,2.0,44.0,16305132.5,49562862.0,90.6,134.4,95.3,138.9,5177.3,7.1,41.90713265,-87.62642061,"(41.90713265, -87.62642061)",2020-158651,69.0
2020,251550,Coles Model For Excellence -CPS,Submitted Data,8441 S Yates Blvd,60617,2.0,False,SOUTH CHICAGO,K-12 School,94614.0,1926.0,1.0,15.0,3424799.6,5424319.5,93.5,161.6,102.2,173.6,822.6,8.7,41.74148073,-87.56566918,"(41.74148073, -87.56566918)",2020-251550,94.0
2020,101787,111 N Canal,Submitted Data,111 N Canal St,60606,4.0,False,NEAR WEST SIDE,Office,979270.0,1918.0,1.0,89.0,62423591.6,19280402.6,83.4,199.2,85.3,201.1,10766.5,11.0,41.8838247,-87.6393572,"(41.8838247, -87.6393572)",2020-101787,102.0
2020,172380,850 West Adams Lofts Condominium Association,Submitted Data,850 W Adams St,60607,4.0,False,NEAR WEST SIDE,Multifamily Housing,142998.0,1925.0,1.0,98.0,1789624.6,3420581.6,40.1,66.2,41.8,67.9,461.0,3.5,41.87399385,-87.651678,"(41.87399385, -87.651678)",2020-172380,95.0
2020,156840,One Superior Place,Submitted Data,1 W Superior St,60654,2.5,False,NEAR NORTH SIDE,Multifamily Housing,706415.0,1999.0,1.0,55.0,18450372.6,42462563.6,92.7,146.5,96.7,150.7,5134.9,7.8,41.89526506,-87.62898937,"(41.89526506, -87.62898937)",2020-156840,21.0
2020,254099,Powell Paideia Elementary,Submitted Data,7511 S South Shore Dr,60649,4.0,False,South Shore,K-12 School,113516.0,2010.0,1.0,61.0,2969141.6,3172739.9,54.1,102.6,56.8,106.5,631.9,5.6,41.7626302,-87.57255,"(41.7626302, -87.57255)",2020-254099,10.0
2020,250102,Maria Diaz Martinez Apts,Submitted Data,2111 N Halsted St,60614,4.0,False,LINCOLN PARK,Multifamily Housing,133953.0,1968.0,1.0,80.0,1711315.9,7288519.9,72.6,100.4,76.2,103.6,654.2,5.3,41.92026783,-87.64782227,"(41.92026783, -87.64782227)",2020-250102,52.0
2020,251884,Ray Elementary -CPS,Submitted Data,5631 S Kimbark Ave,60637,3.0,False,HYDE PARK,K-12 School,115306.0,1893.0,1.0,49.0,1675490.7,8288440.4,86.4,116.2,93.4,124.1,701.7,6.1,41.79231813,-87.59440361,"(41.79231813, -87.59440361)",2020-251884,127.0
2020,251694,Grant Campus -CPS,Submitted Data,145 S Campbell Ave,60612,4.0,False,NEAR WEST SIDE,K-12 School,160945.0,1925.0,1.0,68.0,3307975.7,7328770.2,66.1,105.4,70.2,109.7,905.5,5.6,41.87903492,-87.68824971,"(41.87903492, -87.68824971)",2020-251694,95.0
2020,251256,State & Chestnut,Submitted Data,845 N State St,60610,1.0,False,NEAR NORTH SIDE,Multifamily Housing,449500.0,2015.0,1.0,27.0,12448613.7,23191142.3,79.3,131.7,82.9,135.5,3174.6,7.1,41.89813758,-87.62821205,"(41.89813758, -87.62821205)",2020-251256,5.0
2020,172500,Catalyst Circle Rock Charter School,Submitted Data,5600 5608 W WASHINGTON BLVD,60644,3.0,False,AUSTIN,K-12 School,111030.0,1924.0,1.0,64.0,3593269.6,1727787.9,47.9,107.0,50.1,110.4,652.6,5.9,41.8825252,-87.76612258,"(41.8825252, -87.76612258)",2020-172500,96.0
2020,251394,"Hale Elementary, Nathan -CPS",Submitted Data,6140 S Melvina Ave,60638,4.0,False,CLEARING,K-12 School,99233.0,1953.0,1.0,65.0,1163492.0,6156889.8,73.8,98.0,81.3,106.6,508.6,5.1,41.77825461,-87.77898519,"(41.77825461, -87.77898519)",2020-251394,67.0
2020,251746,NortHigh School ide College Prep HS -CPS,Submitted Data,5501 N Kedzie Ave,60625,2.0,False,NORTH PARK,K-12 School,222600.0,1999.0,1.0,15.0,9624779.2,14872919.9,110.1,191.2,118.3,199.9,2292.1,10.3,41.981095,-87.70779564,"(41.981095, -87.70779564)",2020-251746,21.0
2020,158740,Lakeview East Cooperative,Submitted Data,707 W Waveland Ave,60613,1.0,False,LAKE VIEW,Multifamily Housing,234695.0,1973.0,1.0,29.0,4106226.1,18982129.1,98.4,133.9,104.3,140.2,1649.1,7.0,41.94929285,-87.64691569,"(41.94929285, -87.64691569)",2020-158740,47.0
2020,159637,Hawthorne House Apartments,Submitted Data,3450 N Lake Shore Dr,60657,4.0,False,LAKE VIEW,Multifamily Housing,599388.0,1968.0,1.0,88.0,5293779.0,32753365.4,71.7,92.7,74.2,95.4,2565.9,4.8,41.94513227,-87.64221298,"(41.94513227, -87.64221298)",2020-159637,52.0
2020,240299,The Pinnacle,Submitted Data,21 E Huron St,60611,3.5,False,NEAR NORTH SIDE,Multifamily Housing,636851.0,2004.0,1.0,56.0,21082061.9,12794223.9,55.5,118.7,55.6,118.9,3969.8,6.5,41.89450091,-87.62713619,"(41.89450091, -87.62713619)",2020-240299,16.0
2020,120083,"Target, Chicago McKinley Park (2078)",Submitted Data,1940 W 33rd St,60608,4.0,False,MCKINLEY PARK,Retail Store,422708.0,2006.0,1.0,81.0,6274466.5,2984399.9,66.6,148.8,68.2,150.0,1137.8,8.2,41.83444209,-87.67471572,"(41.83444209, -87.67471572)",2020-120083,14.0
2020,254024,Gateway West Loop Apartments,Submitted Data,11 S Green St,60607,1.5,False,Near West Side,Multifamily Housing,169898.0,2015.0,1.0,36.0,5397002.8,5959509.0,84.8,159.6,87.9,162.5,1158.8,8.7,41.8742951,-87.65018,"(41.8742951, -87.65018)",2020-254024,5.0
2020,254154,Swartberg House,Submitted Data,3101 W Touhy Ave,60645,2.5,False,West Ridge,Multifamily Housing,95230.0,1980.0,1.0,54.0,1429030.9,5671699.8,84.9,119.0,91.0,125.4,524.3,6.3,41.8842525,-87.63245,"(41.8842525, -87.63245)",2020-254154,40.0
2020,251478,Andrew Jackson Language Academy - CPS,Submitted Data,1340 W Harrison St,60607,2.5,False,NEAR WEST SIDE,K-12 School,74135.0,1989.0,1.0,32.0,1668934.4,5310290.1,94.1,138.2,100.0,144.4,542.5,7.3,41.8747803,-87.66106163,"(41.8747803, -87.66106163)",2020-251478,31.0
2020,172761,Cosmopolitan Lofts Condominium Association,Submitted Data,1133 1137 S WABASH AVE,60605,4.0,False,LOOP,Multifamily Housing,100448.0,1892.0,1.0,99.0,1429501.7,2081446.0,35.0,61.6,36.1,62.6,333.7,3.3,41.86863212,-87.62730687,"(41.86863212, -87.62730687)",2020-172761,128.0
2020,159567,Clark Place,Submitted Data,2623 2627 N CLARK ST,60614,3.0,False,LINCOLN PARK,Multifamily Housing,150000.0,1986.0,1.0,64.0,5231892.6,1132630.3,42.4,105.6,44.1,109.8,876.7,5.8,41.93060346,-87.64287601,"(41.93060346, -87.64287601)",2020-159567,34.0
2020,254535,Niche 905,Submitted Data,905 N Orleans St,60610,1.0,False,Near North Side,Multifamily Housing,241717.0,2017.0,1.0,27.0,7623274.6,7367579.3,84.0,163.0,86.7,166.5,1581.1,8.9,41.90412113,-87.63142484,"(41.90412113, -87.63142484)",2020-254535,3.0
2020,100447,211 E Chicago Ave,Submitted Data,211 E Chicago Ave,60611,4.0,False,NEAR NORTH SIDE,Office,404342.0,1965.0,1.0,85.0,12427310.0,14035978.5,67.1,125.6,69.5,128.2,2685.0,6.8,41.89644968,-87.62256575,"(41.89644968, -87.62256575)",2020-100447,55.0
2020,159533,Alta at K Station,Submitted Data,555 W Kinzie St,60654,3.5,False,NEAR WEST SIDE,Multifamily Housing,1111604.0,2010.0,2.0,79.0,20499750.3,37121791.5,62.2,104.1,64.7,106.6,5171.1,5.6,41.88880288,-87.64184084,"(41.88880288, -87.64184084)",2020-159533,10.0
2020,242901,Carl Sandburg Village Condo Association #2,Submitted Data,1455 - 1460 N Sandburg Ter,60610,4.0,False,NEAR NORTH SIDE,Multifamily Housing,870112.0,1962.0,2.0,91.0,7315846.5,42838567.0,64.2,83.8,67.8,86.8,3417.1,4.4,41.9088576,-87.63195257,"(41.9088576, -87.63195257)",2020-242901,58.0
2020,173811,Park Harbor Condo Association,Submitted Data,3620 N. Pine Grove Ave,60613,4.0,False,LAKE VIEW,Multifamily Housing,102874.0,1970.0,1.0,100.0,1381211.7,2887430.2,46.8,75.7,48.2,77.1,368.9,4.0,41.95402016,-87.6620278,"(41.95402016, -87.6620278)",2020-173811,50.0
2020,251509,Daley -CPS,Submitted Data,5024 S Wolcott Ave,60609,3.0,False,NEW CITY,K-12 School,73350.0,1996.0,1.0,49.0,2522051.3,1420410.0,53.7,116.6,56.3,119.3,469.1,6.4,41.80242628,-87.67247949,"(41.80242628, -87.67247949)",2020-251509,24.0
2020,251564,Carter Elementary -CPS,Submitted Data,5740 S Michigan Ave,60637,3.5,False,WASHINGTON PARK,K-12 School,86910.0,1913.0,1.0,60.0,952985.5,6033459.9,80.4,103.6,86.0,109.5,469.2,5.4,41.78972345,-87.6232775,"(41.78972345, -87.6232775)",2020-251564,107.0
2020,160099,The Peninsula Chicago,Submitted Data,108 E Superior St,60611,2.0,False,NEAR NORTH SIDE,Hotel,410081.0,2000.0,1.0,28.0,31352291.5,17725000.1,119.7,259.5,121.4,261.2,5834.6,14.2,41.895753,-87.625059,"(41.895753, -87.625059)",2020-160099,20.0
2020,251212,Knight Buildling,Submitted Data,549 W Randolph St,60661,4.0,False,NEAR WEST SIDE,Office,108520.0,1905.0,1.0,74.0,3016999.1,6525019.8,90.9,145.7,100.0,155.3,817.4,7.8,41.88417414,-87.64167983,"(41.88417414, -87.64167983)",2020-251212,115.0
2020,160429,Academy Square Apartments,Submitted Data,318 S THROOP ST,60607,1.0,False,NEAR WEST SIDE,Multifamily Housing,87388.0,1984.0,1.0,7.0,4562824.7,3149687.1,88.3,184.0,91.0,188.7,879.4,10.1,41.87710779,-87.65983466,"(41.87710779, -87.65983466)",2020-160429,36.0
